time,pos_x,pos_y
3219.112,-2.0,-2.0
3219.164,-2.0,-2.0
3219.213,-2.0,-2.0
3219.265,-2.0000000000000053,-1.9999999999999947
3219.316,-2.0000000000228217,-1.9999999999776752
3219.367,-2.0000000002996123,-1.9999999997097693
3219.418,-2.0000000016624826,-1.9999999983641057
3219.468,-2.000000005341102,-1.9999999946575984
3219.519,-2.0000000148906696,-1.999999985126318
3219.571,-2.000000032741426,-1.9999999673037734
3219.62,-2.000000065327201,-1.9999999347394117
3219.673,-2.0000001155197555,-1.9999998842036195
3219.723,-2.0000001967262406,-1.9999998034662387
3219.776,-2.0000003069933463,-1.999999693016574
3219.825,-2.000000474012433,-1.9999995261054664
3219.878,-2.0000006953287457,-1.9999993055826126
3219.928,-2.0000009953433335,-1.9999990057042418
3219.977,-2.0000013797700738,-1.999998621011101
3220.031,-2.0000018766782826,-1.99999812518723
3220.085,-2.00000246184378,-1.9999975404657135
3220.132,-2.0000032304388946,-1.9999967705323394
3220.182,-2.0000041343236328,-1.9999958687358597
3220.235,-2.000005252881541,-1.999994747962874
3220.285,-2.000006546874306,-1.999993451614833
3220.336,-2.0000081363023345,-1.9999918678881958
3220.385,-2.000009941345601,-1.9999900633096743
3220.438,-2.000012142217484,-1.9999878654645975
3220.489,-2.000014536722774,-1.999985451540496
3220.54,-2.0000174850648524,-1.9999825079722766
3220.591,-2.0000207522879005,-1.9999792535570082
3220.642,-2.0000245485850776,-1.9999754575319766
3220.694,-2.000028777189306,-1.9999712334690605
3220.745,-2.000033680576143,-1.9999663331028765
3220.795,-2.0000390176076697,-1.9999609947829018
3220.846,-2.0000452182515627,-1.9999547972474596
3220.896,-2.0000518592954792,-1.9999481610519134
3220.948,-2.0000595242845405,-1.9999404950873085
3220.999,-2.0000677423997524,-1.9999322578836152
3221.05,-2.0000772556099387,-1.9999227546845981
3221.103,-2.0000872775831815,-1.9999127323438872
3221.153,-2.0000987060142728,-1.9999013149513907
3221.202,-2.000110878799833,-1.9998891391104483
3221.253,-2.0001247030090736,-1.9998753158309437
3221.303,-2.000139205200127,-1.9998608302603802
3221.354,-2.0001555920263385,-1.9998444285475678
3221.407,-2.000172761207404,-1.9998272452562882
3221.458,-2.000192037143978,-1.9998079717343988
3221.509,-2.000212002303901,-1.9997880156424572
3221.557,-2.000234887448588,-1.9997651307817956
3221.611,-2.000258616214593,-1.999741395968212
3221.661,-2.0002852786758325,-1.9997147414906513
3221.713,-2.0003126432566853,-1.9996873434018454
3221.764,-2.0003429615575445,-1.9996570031832877
3221.813,-2.000374555922139,-1.9996254036646182
3221.866,-2.0004099272388576,-1.99959006095209
3221.917,-2.0004460936379425,-1.99955394769277
3221.968,-2.000486443192892,-1.999513602678975
3222.019,-2.000527800826126,-1.9994722724397485
3222.071,-2.0005736599441075,-1.9994263616809909
3222.121,-2.0006202145181677,-1.999379792976193
3222.172,-2.000672233192298,-1.9993278066879723
3222.224,-2.0007251639650536,-1.9992748024604883
3222.274,-2.000783903570082,-1.9992160577160925
3222.325,-2.0008440354765504,-1.9991559969404487
3222.379,-2.00091013318411,-1.9990899295866091
3222.426,-2.0009774197697197,-1.9990224146146227
3222.478,-2.0010520809967196,-1.9989478886749752
3222.529,-2.0011280151406825,-1.9988720503057709
3222.579,-2.0012109731405903,-1.9987891517508896
3222.63,-2.001294855360205,-1.9987052236534053
3222.683,-2.00138700790009,-1.9986130940903288
3222.732,-2.001480978539604,-1.9985192019187914
3222.783,-2.001583747656924,-1.9984164469371928
3222.836,-2.001687343327883,-1.9983128373648584
3222.885,-2.0018008083469097,-1.9981993053169635
3222.937,-2.0019156313828863,-1.9980845358050672
3222.988,-2.002041823131147,-1.9979583782775876
3223.038,-2.0021688762282412,-1.9978314242564164
3223.092,-2.0023071906149204,-1.9976931061548866
3223.141,-2.002446106238658,-1.9975542076676958
3223.193,-2.0025982399345668,-1.9974020119590647
3223.243,-2.0027515296446907,-1.9972487958477771
3223.293,-2.00291850429587,-1.997081905988371
3223.345,-2.0030858179870674,-1.9969144526853706
3223.396,-2.0032676377336656,-1.9967326926988702
3223.446,-2.003450565322892,-1.9965497593102228
3223.497,-2.003649807287959,-1.9963505647821493
3223.548,-2.0038500090899123,-1.9961504279912343
3223.601,-2.0040663634206335,-1.9959339872424768
3223.651,-2.004283360471884,-1.9957169823220104
3223.702,-2.0045186804858495,-1.9954815507881645
3223.753,-2.0047541584632143,-1.9952455852381028
3223.804,-2.005010439548562,-1.9949895297090998
3223.855,-2.005266296928563,-1.9947338616925618
3223.906,-2.0055427735395135,-1.9944574078653743
3223.957,-2.0058192577943013,-1.994180951120004
3224.01,-2.0061189729701994,-1.9938813011392182
3224.059,-2.0064179299144778,-1.9935824512147662
3224.11,-2.0067407221808806,-1.9932599249544047
3224.161,-2.0070629610941464,-1.9929377536923727
3224.211,-2.007411311831963,-1.992589572326127
3224.262,-2.0077587944586246,-1.9922422456473827
3224.313,-2.0081343796418887,-1.991866658943185
3224.364,-2.008507628663016,-1.991493429153904
3224.414,-2.008909794428495,-1.9910914869757574
3224.467,-2.009311106301154,-1.9906903569175172
3224.518,-2.00974375460536,-1.9902580192389259
3224.568,-2.0101753293581894,-1.989826839353368
3224.62,-2.0106398605024562,-1.9893628599028956
3224.67,-2.0111027717232663,-1.9889005289144477
3224.722,-2.0116000803026566,-1.9884039174530912
3224.773,-2.0120983027994503,-1.9879063467842353
3224.823,-2.0126508997781785,-1.9873556765375178
3224.874,-2.013217309867835,-1.9867908656079942
3224.925,-2.0138402405873155,-1.9861703195824612
3224.976,-2.0144800256636337,-1.9855327346759344
3225.028,-2.0151755916261203,-1.9848402083446162
3225.079,-2.0158908694568174,-1.984128365436949
3225.13,-2.0166666658560852,-1.9833566853289784
3225.181,-2.0174627286646922,-1.9825652783045273
3225.232,-2.0183187987126687,-1.9817143246405058
3225.283,-2.019197203147089,-1.9808412310193375
