time,vel_x,vel_y
3219.109,4.2163677240964155e-12,-4.2163677240964155e-12
3219.135,1.5183635070789215e-09,-1.5691027768185454e-09
3219.158,9.185212040512854e-09,-9.520122700064096e-09
3219.185,3.191117561732452e-08,-3.216940901246968e-08
3219.205,7.59781575118117e-08,-7.618747743368884e-08
3219.23,1.5148227537840826e-07,-1.457537089908062e-07
3219.253,2.8790637403613217e-07,-2.8826865309382585e-07
3219.276,4.3495699394294537e-07,-4.7160950192054753e-07
3219.303,8.002819667409891e-07,-7.872376211880064e-07
3219.329,1.2142868268691905e-06,-1.1908054305626479e-06
3219.354,1.7349276332832301e-06,-1.7350616984464627e-06
3219.372,2.3110186788326518e-06,-2.2613267905451337e-06
3219.394,2.9135902338267355e-06,-2.90155923592415e-06
3219.423,3.985897786102758e-06,-3.976804953504741e-06
3219.448,5.2465391975832875e-06,-5.239528154597512e-06
3219.472,6.662732209813289e-06,-6.604689733872118e-06
3219.5,8.530498094321432e-06,-8.544581310799227e-06
3219.521,1.0119320402152095e-05,-1.0281086572129858e-05
3219.549,1.275379028382787e-05,-1.2719088189904408e-05
3219.565,1.4654833742385738e-05,-1.4727926918409205e-05
3219.586,1.7216485596411564e-05,-1.717111178906506e-05
3219.608,1.9922251741616404e-05,-1.9885472415754092e-05
3219.629,2.2958119119314536e-05,-2.2928306338800736e-05
3219.646,2.6152610591734427e-05,-2.5982948547173624e-05
3219.67,2.9648844538928277e-05,-2.9810304833607542e-05
3219.687,3.33536177930878e-05,-3.313217037459538e-05
3219.713,3.813904330352643e-05,-3.796309561465718e-05
3219.736,4.356895650527759e-05,-4.343055058290652e-05
3219.757,4.893796864006526e-05,-4.92611282319358e-05
3219.779,5.4462096651888785e-05,-5.4251777993464505e-05
3219.805,6.151638313668886e-05,-6.184763060835913e-05
3219.828,6.97117356652012e-05,-6.941474006052034e-05
3219.849,7.598889738495663e-05,-7.574082375625305e-05
3219.881,8.65144403106695e-05,-8.632694684406115e-05
3219.907,9.883579558351205e-05,-9.903698571674792e-05
3219.928,0.0001083225217871227,-0.00010848397542531433
3219.952,0.00011833157034942332,-0.00011886456038322963
3219.976,0.00013058559389924018,-0.00013057124345437461
3219.995,0.00014099520367170303,-0.0001414784362244583
3220.019,0.00015410449204532255,-0.00015448460027345595
3220.046,0.0001691527316468992,-0.0001694457894193462
3220.069,0.00018400946629207638,-0.00018366723753569705
3220.089,0.00019890259367875615,-0.000198627913943085
3220.115,0.00021607640805199367,-0.00021586244496188208
3220.134,0.00023129216259511556,-0.00023042449619607507
3220.159,0.00024910459868499805,-0.0002497927161322476
3220.179,0.00026609289238018884,-0.0002666562176110847
3220.198,0.0002821576119863817,-0.00028262807100711554
3220.221,0.00030472301755488974,-0.0003050893107147085
3220.251,0.0003307604082145074,-0.00033023005358540916
3220.265,0.00034877731501072577,-0.0003473481130541915
3220.287,0.0003657205518117665,-0.00036837917857320245
3220.306,0.00039358453362774376,-0.00039371488150683517
3220.323,0.00041204850962675533,-0.00041109108397131486
3220.348,0.00044047925784635925,-0.00043973333303777773
3220.369,0.00046625821116033384,-0.000466757004114676
3220.394,0.0005008867611234427,-0.0004991060575417069
