time,dk,k,dxi,xi,out
10.778,0,0.0,-0.0,0.0,-0.0
10.821,0,0.0,-0.0,0.0,-0.0
10.859,0,0.0,-0.0,0.0,-0.0
10.897,0,0.0,0.0,0.0,-0.0
10.935,0,0.0,0.0,0.0,-0.0
10.97,0,0.0,0.0,0.0,-0.0
10.998,0,0.0,0.0,0.0,-0.0
11.03,0,0.0,0.0,0.0,-0.0
11.061,0,0.0,0.0,0.0,-0.0
11.085,0,0.0,0.0,0.0,-0.0
11.13,0,0.0,0.0,0.0,-0.0
11.164,0,0.0,0.0,0.0,-0.0
11.217,0,0.0,0.0,0.0,-0.0
11.274000000000001,0,0.0,0.0,0.0,-0.0
11.301,0,0.0,0.0,0.0,-0.0
11.338,0,0.0,0.0,0.0,-0.0
11.365,0,0.0,0.0,0.0,-0.0
11.397,0,0.0,0.0,0.0,-0.0
11.444,0,0.0,0.0,0.0,-0.0
11.478,0.08,0.0027199999999999135,8.251737960437962e-07,2.805590906548818e-08,-4.5652575231362335e-09
11.504,0.08,0.004799999999999898,2.5697453532831646e-06,9.486928825084996e-08,-2.0379693339430993e-08
11.553,0.08,0.008719999999999999,9.792669367341388e-06,5.747100872505903e-07,-1.3638035582408926e-07
11.6,0.08,0.012479999999999904,2.0971090246163298e-05,1.5603513288202406e-06,-4.060204971614117e-07
11.641,0.08,0.015759999999999934,3.621820206816597e-05,3.045297613615059e-06,-8.624165640740711e-07
11.669,0.08,0.017999999999999974,5.079486050124973e-05,4.467553707650075e-06,-1.3521277523722011e-06
11.7,0.08,0.02047999999999988,6.575586109282906e-05,6.505985401527697e-06,-2.0004014483266334e-06
11.723,0.08,0.02232,8.336670451086397e-05,8.42341960527769e-06,-2.722629138694497e-06
11.756,0.08,0.024959999999999954,0.00010425410560759051,1.1863805090328124e-05,-3.847407458246294e-06
11.789,0.08,0.02759999999999991,0.00013520754197077718,1.63256539753637e-05,-5.488368526142571e-06
11.824,0.08,0.03039999999999992,0.00017292313735309912,2.2377963782722195e-05,-7.727390577146728e-06
11.857,0.08,0.03303999999999988,0.00020426093430040776,2.9118574614635545e-05,-1.0040344943723847e-05
11.895,0.08,0.0360799999999999,0.0002553447720297571,3.882167595176638e-05,-1.3719259519314647e-05
11.943999999999999,0.08,0.03999999999999986,0.0003275883485401023,5.4873505030231225e-05,-1.9688354545231785e-05
11.984,0.08,0.04319999999999994,0.0003970319805091931,7.075478425059932e-05,-2.586877097767095e-05
12.024,0.08,0.04639999999999987,0.00047357660385585336,8.969784840483306e-05,-3.3311762457282423e-05
12.059,0.08,0.04919999999999988,0.000532454636514273,0.0001083337606828327,-4.0193489996724144e-05
12.108,0.08,0.05311999999999999,0.0006403226323872707,0.00013970956966980976,-5.261207614685689e-05
12.147,0.08,0.05623999999999996,0.0007387187778414064,0.0001685196020056244,-6.450465464304692e-05
12.175,0.08,0.05847999999999999,0.0008200630287875523,0.00019148136681167627,-7.447362559957697e-05
12.222,0.08,0.06223999999999989,0.0009289013490026686,0.0002351397302148006,-9.126109518767921e-05
12.243,0.08,0.06391999999999996,0.0010039482932874579,0.000256222644373838,-0.00010104793788521702
12.268,0.08,0.06591999999999999,0.0010964730209447801,0.0002836344698974579,-0.00011366744338811695
12.292,0.08,0.06783999999999991,0.0011551755770693314,0.00031135868374712085,-0.00012439837895355767
12.334,0.08,0.07119999999999989,0.0012958990175549643,0.0003657864424844291,-0.00014757492015355893
