time,err
3219.087,1.2474619026647815e-07
3219.111,1.2474619026647815e-07
3219.136,1.2474619026647815e-07
3219.159,1.2474619026647815e-07
3219.186,1.2470887034154998e-07
3219.206,1.2470887034154998e-07
3219.231,1.2376101254929495e-07
3219.254,1.2376101254929495e-07
3219.28,1.1864083626633715e-07
3219.304,1.1864083626633715e-07
3219.33,1.0166887998153129e-07
3219.355,1.0166887998153129e-07
3219.373,6.059047397144468e-08
3219.396,6.059047397144468e-08
3219.424,-2.836160772901053e-08
3219.45,-2.836160772901053e-08
3219.473,-1.7732374280043928e-07
3219.501,-1.7732374280043928e-07
3219.524,-4.3957396567151363e-07
3219.55,-4.3957396567151363e-07
3219.566,-4.3957396567151363e-07
3219.587,-8.305486116633176e-07
3219.609,-8.305486116633176e-07
3219.63,-1.453901962822357e-06
3219.647,-1.453901962822357e-06
3219.672,-2.2966012305225547e-06
3219.692,-2.2966012305225547e-06
3219.715,-2.2966012305225547e-06
3219.737,-3.4914722979451085e-06
3219.758,-3.4914722979451085e-06
3219.781,-5.030916752080117e-06
3219.807,-5.030916752080117e-06
3219.831,-7.0856545790753955e-06
3219.855,-7.0856545790753955e-06
3219.882,-9.589621868144604e-06
3219.908,-9.589621868144604e-06
3219.929,-1.2866858116744595e-05
3219.953,-1.2866858116744595e-05
3219.979,-1.2866858116744595e-05
3219.996,-1.6844697696694055e-05
3220.02,-1.6844697696694055e-05
3220.048,-2.192715992199723e-05
3220.07,-2.192715992199723e-05
3220.09,-2.7782839495227307e-05
3220.116,-2.7782839495227307e-05
3220.135,-3.511389278676447e-05
3220.16,-3.511389278676447e-05
3220.18,-3.511389278676447e-05
3220.199,-4.349676205928077e-05
3220.223,-4.349676205928077e-05
3220.252,-5.378104230802094e-05
3220.266,-5.378104230802094e-05
3220.288,-6.530268258408967e-05
3220.308,-6.530268258408967e-05
3220.324,-6.530268258408967e-05
3220.349,-7.933413257577016e-05
3220.37,-7.933413257577016e-05
3220.395,-9.487310260736237e-05
3220.42,-9.487310260736237e-05
3220.448,-0.00011335640630649735
3220.483,-0.00011335640630649735
3220.509,-0.00013300568665020052
3220.533,-0.00013300568665020052
3220.553,-0.00015676314660550972
3220.576,-0.00015676314660550972
3220.609,-0.00018278329331034016
3220.635,-0.00018278329331034016
3220.661,-0.00021294473719812856
3220.69,-0.00021294473719812856
3220.71,-0.0002454072118962536
3220.734,-0.0002454072118962536
3220.754,-0.00028342826153648915
3220.777,-0.00028342826153648915
3220.797,-0.000324371910518817
3220.819,-0.000324371910518817
3220.838,-0.000324371910518817
3220.865,-0.00037167353944234094
3220.897,-0.00042160804544089103
3220.915,-0.00042160804544089103
3220.937,-0.00042160804544089103
3220.965,-0.00047938627579569015
3220.985,-0.00047938627579569015
3221.0,-0.000540217919656083
3221.019,-0.000540217919656083
3221.039,-0.000540217919656083
3221.061,-0.0006100917606528533
3221.088,-0.0006100917606528533
3221.113,-0.0006833359976226028
3221.135,-0.0006833359976226028
3221.157,-0.000766673806597673
3221.178,-0.000766673806597673
3221.203,-0.0008542091585335143
3221.224,-0.0008542091585335143
3221.246,-0.0008542091585335143
3221.272,-0.000953410336368421
3221.295,-0.000953410336368421
3221.317,-0.0010567090589335137
3221.341,-0.0010567090589335137
3221.364,-0.001173492420545763
3221.394,-0.001173492420545763
3221.426,-0.0012941284967906697
3221.469,-0.0014288076892752244
3221.494,-0.0014288076892752244
3221.515,-0.0015674244732641895
3221.533,-0.0015674244732641895
3221.558,-0.001724476072129555
3221.588,-0.001724476072129555
3221.605,-0.001724476072129555
3221.629,-0.0018872710031576645
3221.647,-0.0018872710031576645
3221.667,-0.002069942298994931
3221.691,-0.002069942298994931
3221.713,-0.0022580200689996666
3221.744,-0.0022580200689996666
3221.775,-0.0024663353018081757
3221.802,-0.0024663353018081757
3221.824,-0.0026807306507459217
3221.847,-0.0026807306507459217
3221.867,-0.002919941449287755
3221.893,-0.002919941449287755
3221.917,-0.0031655162399895076
3221.938,-0.0031655162399895076
3221.959,-0.0031655162399895076
3221.989,-0.0034384253393757724
3222.017,-0.00371567524191585
3222.046,-0.00371567524191585
3222.074,-0.00402294082922916
3222.1,-0.00402294082922916
3222.132,-0.004336786968774042
3222.158,-0.004336786968774042
3222.189,-0.004682299713264726
3222.217,-0.004682299713264726
3222.247,-0.005034105617786722
3222.271,-0.005034105617786722
3222.294,-0.005421616654098571
3222.315,-0.005421616654098571
3222.35,-0.005819021265992319
3222.362,-0.005819021265992319
3222.386,-0.006253871887586637
3222.408,-0.006253871887586637
3222.435,-0.006696568015783555
3222.449,-0.006696568015783555
3222.474,-0.006696568015783555
3222.499,-0.007183434587522797
3222.52,-0.007183434587522797
3222.545,-0.00767693811548531
3222.578,-0.008215939483514845
3222.606,-0.008215939483514845
3222.626,-0.008215939483514845
3222.653,-0.008761699452559224
3222.665,-0.008761699452559224
3222.688,-0.009362351060857144
3222.707,-0.009362351060857144
3222.734,-0.009967153104155635
3222.759,-0.009967153104155635
3222.781,-0.009967153104155635
3222.798,-0.010629474069323575
3222.821,-0.010629474069323575
3222.847,-0.011299991644634133
3222.869,-0.011299991644634133
3222.886,-0.012040917449752442
3222.921,-0.012040917449752442
3222.939,-0.012816720379121183
3222.959,-0.012816720379121183
3222.979,-0.012816720379121183
3222.998,-0.01369949384945146
3223.017,-0.01369949384945146
3223.049,-0.014626405777869333
3223.071,-0.014626405777869333
3223.091,-0.015654187294802835
3223.108,-0.015654187294802835
3223.128,-0.015654187294802835
3223.145,-0.016742484284025583
3223.163,-0.016742484284025583
3223.186,-0.016742484284025583
3223.203,-0.01793883437140531
3223.228,-0.01793883437140531
3223.25,-0.019188191026831447
3223.269,-0.019188191026831447
3223.29,-0.019188191026831447
3223.314,-0.02055275592733974
3223.343,-0.021975316161913394
3223.366,-0.021975316161913394
3223.382,-0.021975316161913394
3223.406,-0.023524116325487565
3223.429,-0.023524116325487565
3223.456,-0.025132885721682374
3223.473,-0.025132885721682374
3223.492,-0.025132885721682374
3223.514,-0.02687114779517019
3223.534,-0.02687114779517019
3223.553,-0.02868550823898497
3223.57,-0.02868550823898497
3223.591,-0.02868550823898497
3223.615,-0.03063510415073445
3223.645,-0.03063510415073445
3223.67,-0.03264900874252108
3223.69,-0.03264900874252108
3223.711,-0.03479999087256047
3223.732,-0.03479999087256047
3223.749,-0.03479999087256047
3223.769,-0.0370335500611092
3223.79,-0.0370335500611092
3223.816,-0.039418501104807824
3223.834,-0.039418501104807824
3223.852,-0.039418501104807824
3223.873,-0.041887323429679935
3223.897,-0.041887323429679935
3223.922,-0.04450286895740385
3223.943,-0.04450286895740385
3223.967,-0.04720685876759445
3223.993,-0.04720685876759445
3224.015,-0.050064877799705254
3224.029,-0.050064877799705254
3224.047,-0.050064877799705254
3224.068,-0.053028788850158826
3224.09,-0.053028788850158826
3224.11,-0.05614410635566891
3224.136,-0.05614410635566891
3224.157,-0.05614410635566891
3224.181,-0.05936835485472969
3224.207,-0.05936835485472969
3224.226,-0.0627560055392844
3224.249,-0.0627560055392844
3224.267,-0.06625647437976667
3224.283,-0.06625647437976667
3224.309,-0.06625647437976667
3224.333,-0.06992738841045831
3224.351,-0.06992738841045831
3224.378,-0.0737067060487524
3224.399,-0.0737067060487524
3224.425,-0.07766087349155937
3224.449,-0.07766087349155937
3224.473,-0.08173418620047324
3224.502,-0.08173418620047324
3224.528,-0.08597646457047547
3224.551,-0.08597646457047547
3224.572,-0.09034971277763626
3224.587,-0.09034971277763626
3224.608,-0.09034971277763626
3224.632,-0.0949177884390453
3224.65,-0.0949177884390453
3224.668,-0.0949177884390453
3224.689,-0.09961446857074918
3224.712,-0.09961446857074918
3224.735,-0.10450950295140338
3224.756,-0.10450950295140338
3224.78,-0.10953164977085272
3224.798,-0.10953164977085272
3224.816,-0.10953164977085272
3224.837,-0.11475338724956696
3224.861,-0.11475338724956696
3224.891,-0.12010739472220244
3224.905,-0.12010739472220244
3224.93,-0.12565472331915828
3224.953,-0.12565472331915828
3224.978,-0.1313461913117715
3224.998,-0.1313461913117715
3225.015,-0.1313461913117715
3225.034,-0.13725120456734619
3225.057,-0.13725120456734619
3225.079,-0.14328792785272748
3225.097,-0.14328792785272748
3225.12,-0.14328792785272748
3225.14,-0.14954670050876784
3225.167,-0.14954670050876784
3225.191,-0.1559452024264072
3225.212,-0.1559452024264072
3225.237,-0.16254874688413645
3225.257,-0.16254874688413645
3225.274,-0.16254874688413645
3225.297,-0.16930888535996313
3225.321,-0.16930888535996313
3225.343,-0.1762770489633012
3225.366,-0.1762770489633012
3225.39,-0.18340087069186817
3225.408,-0.18340087069186817
3225.425,-0.18340087069186817
3225.449,-0.19075154310401077
3225.47,-0.19075154310401077
3225.498,-0.19825495690496453
3225.527,-0.19825495690496453
3225.542,-0.20594549783053084
3225.566,-0.20594549783053084
3225.587,-0.2138018074132928
3225.61,-0.2138018074132928
3225.629,-0.2138018074132928
3225.646,-0.2218853504695848
3225.669,-0.2218853504695848
3225.697,-0.23012820606197915
3225.717,-0.23012820606197915
3225.734,-0.23012820606197915
3225.752,-0.23858241279752557
3225.779,-0.23858241279752557
3225.801,-0.2472001144696443
3225.818,-0.2472001144696443
3225.837,-0.2472001144696443
3225.861,-0.2560319790723953
3225.881,-0.2560319790723953
3225.9,-0.26501656886180935
3225.922,-0.26501656886180935
3225.941,-0.26501656886180935
3225.963,-0.27422112315255553
3225.981,-0.27422112315255553
3225.997,-0.2835789283124326
3226.014,-0.2835789283124326
3226.036,-0.2835789283124326
3226.06,-0.2931680965251391
3226.076,-0.2931680965251391
3226.095,-0.2931680965251391
3226.123,-0.30289937880700046
3226.142,-0.30289937880700046
3226.167,-0.31283143578377404
3226.188,-0.31283143578377404
