time,dk,k,dxi,xi,out
3224.296,0.3,0.0023999999999432474,4.665599999779344e-06,3.732479999735214e-08,-2.248445951840281e-08
3224.398,0.3,0.0330000000000382,0.0008820899987826406,9.001050467610588e-05,-5.908246801700753e-05
3224.498,0.3,0.06300000000001091,0.0032148759379316207,0.00041149809846897554,-0.00035191099383396975
3224.596,0.3,0.09239999999999782,0.006914952056969096,0.001089163400051645,-0.0010663292882441926
3224.695,0.3,0.12210000000004584,0.012070755265257034,0.0022841681713140233,-0.002437986603000191
3224.8,0.3,0.1536000000000513,0.019087234215690287,0.00428832776396185,-0.004876984649264323
3224.899,0.3,0.18329999999996288,0.02713265057466582,0.00697446017084577,-0.008344171450904738
3225.015,0.3,0.2180999999999585,0.03817167890829655,0.011402374924207613,-0.014232813618129385
3225.151,0.3,0.25889999999994867,0.05330660568327152,0.018652073297130794,-0.024225723977161703
3225.254,0.3,0.28979999999996836,0.06575218991611415,0.025424548858494857,-0.034050383554427265
3225.369,0.3,0.3243000000000393,0.08042724265609284,0.03467368176396455,-0.047729334318618505
3225.464,0.3,0.3527999999999793,0.09187487697317438,0.043401795076397735,-0.06074614842200556
3225.56,0.3,0.38159999999998034,0.10226855554293932,0.053219576408520285,-0.07530014407523002
3225.666,0.3,0.4134000000000469,0.11230001915200462,0.0651233784386577,-0.09288384609558543
3225.766,0.3,0.4434000000000196,0.11824680963438708,0.07694805940208566,-0.10963382275140154
3225.869,0.3,0.4743000000000393,0.12072596769540403,0.08938283407472017,-0.1264694549019942
3225.974,0.3,0.5058000000000448,0.1185108853263282,0.10182647703398678,-0.14199458099205323
3226.068,0.3,0.5340000000000601,0.10951385943614289,0.11212077982098978,-0.1519891313096191
3226.173,0.3,0.5654999999999292,0.09853527521421637,0.12246698371843948,-0.16171687254193307
3226.276,0.3,0.5963999999999489,0.08456194020190146,0.13117686355924088,-0.16801968163090653
3226.383,0.3,0.6284999999999402,0.06857487604709625,0.13851437529627816,-0.17170990705818187
3226.483,0.3,0.6585000000000493,0.03946148654245784,0.1424605239505383,-0.16253380109480842
3226.635,0.3,0.7041000000000625,0.02287051250467713,0.1459368418512502,-0.16263831075739404
3226.735,0,0.7041000000000625,0.004408916229910506,0.14637773347424085,-0.10616888005670239
3226.831,0.3,0.7329000000000635,-0.011116106158016729,0.1453105872830712,-0.14194431140148228
3226.942,0.3,0.7662000000000263,-0.02592660512103438,0.1424327341146396,-0.13199681626929527
3227.045,0.3,0.797100000000046,-0.03954204270258676,0.13835990371627058,-0.12027568812889308
3227.144,0.3,0.8267999999999577,-0.05159104636909729,0.13325239012574516,-0.10749331605571655
3227.246,0.3,0.8574000000000527,-0.06205202083074557,0.12692308400098948,-0.0936973747624674
3227.355,0.3,0.8901000000000298,-0.07097316949107008,0.11918700852646827,-0.07867124068334982
3227.453,0.3,0.9195000000000167,-0.07741724974083802,0.11160011805186953,-0.06491118282755493
3227.556,0.3,0.9504000000000364,-0.08216336650567739,0.10313729130177937,-0.05087480551674989
3227.651,0.3,0.9788999999999765,-0.08457459860638451,0.09510270443418978,-0.03883677412509526
3227.761,0.3,1.0119000000000147,-0.08592709773798646,0.08565072368300033,-0.025415554198659637
3227.862,0.3,1.0422000000000484,-0.08507219367780991,0.07705843212153193,-0.01476558734250627
3227.961,0.3,1.07189999999996,-0.08256496203374702,0.0688845008802153,-0.006001263953594488
3228.067,0.3,1.1037000000000268,-0.07889631720931056,0.06052149125601087,0.0021238480278541055
3228.172,0.3,1.1352000000000324,-0.07370408428295411,0.05278256240629935,0.007915342912489347
