time,pos_x,pos_y
3218.957,-2.0,2.0
3219.007,-2.0,2.0
3219.059,-2.0,2.0
3219.109,-2.0,2.0
3219.161,-1.999999999974058,1.999999999973164
3219.211,-1.9999999993076032,1.9999999992991455
3219.263,-1.9999999956543861,1.9999999957113395
3219.313,-1.999999983842335,1.9999999835214197
3219.365,-1.999999954608003,1.999999954662113
3219.416,-1.9999998913762569,1.999999892096619
3219.467,-1.9999997859329104,1.9999997868756936
3219.518,-1.99999960014056,1.9999996017902222
3219.569,-1.9999993247239212,1.9999993242852139
3219.62,-1.9999988839155647,1.9999988835388072
3219.671,-1.9999982868080257,1.9999982888896128
3219.722,-1.9999974412247667,1.999997444670003
3219.773,-1.9999963524271631,1.9999963563643808
3219.824,-1.999994900544713,1.9999949024087287
3219.876,-1.9999931277611138,1.9999931340478285
3219.926,-1.9999908095956407,1.9999908175013517
3219.979,-1.9999880009197877,1.9999880006625217
3220.028,-1.9999844112114828,1.9999844026838174
3220.079,-1.9999802734486494,1.9999802592651812
3220.13,-1.9999750860164036,1.9999750790224358
3220.18,-1.9999691560194872,1.999969153851935
3220.232,-1.99996189030715,1.9999618753956654
3220.284,-1.9999537375355978,1.9999537341072784
3220.334,-1.9999438250793176,1.999943803096681
3220.385,-1.9999328316604352,1.9999328210933995
3220.435,-1.9999197506743265,1.9999197627407388
3220.486,-1.9999058475622653,1.9999058775740473
3220.538,-1.9998890438054024,1.9998890832088334
3220.588,-1.9998706441367768,1.9998706848330943
3220.64,-1.9998493321946298,1.9998493420522347
3220.69,-1.999826379240991,1.9998263861338874
3220.742,-1.9997995331766967,1.9997994623141244
3220.793,-1.9997705375860777,1.9997705548410598
3220.844,-1.9997370900127232,1.9997371078092683
3220.894,-1.9997017892170699,1.9997017905493084
3220.946,-1.9996609208521576,1.9996609481572425
3220.997,-1.9996179210449505,1.9996179190286811
3221.048,-1.9995685014278763,1.9995685221121624
3221.098,-1.999516690949485,1.9995167495972648
3221.15,-1.9994577570231173,1.9994578260639218
3221.2,-1.9993958326952934,1.9993959567098492
3221.249,-1.9993256983535916,1.999325799400454
3221.303,-1.9992527021427995,1.9992527091568202
3221.354,-1.999170177366859,1.9991700773189078
3221.405,-1.9990847946229418,1.9990848548876892
3221.456,-1.998989565767869,1.998989618602181
3221.506,-1.9988915206159918,1.9988916300181672
3221.558,-1.9987804474484183,1.9987805986846314
3221.609,-1.9986653641133885,1.9986654552203174
3221.661,-1.99853617200339,1.9985363111062857
3221.709,-1.9984032216195269,1.9984032793570292
3221.762,-1.9982558741725476,1.998256024576519
3221.813,-1.9981042923910914,1.9981044055477988
3221.863,-1.9979351296536825,1.9979352731296431
3221.915,-1.9977614795563292,1.9977616280274089
3221.962,-1.9975684837287002,1.9975686721053891
3222.016,-1.9973723355611326,1.997372729700603
3222.068,-1.9971551942911094,1.9971553318098143
3222.118,-1.9969333681905894,1.9969333124432929
3222.171,-1.996689104287347,1.9966889475373018
3222.22,-1.996440313100809,1.9964402100423433
3222.271,-1.9961661699925792,1.9961663297874495
3222.323,-1.9958850722853079,1.9958854125028203
3222.374,-1.9955775229794583,1.9955779901619919
3222.425,-1.9952643895504696,1.995265056722446
3222.474,-1.9949200235389855,1.994920889425072
3222.527,-1.9945710280975184,1.9945719654841991
3222.577,-1.9941900820507419,1.9941906484862406
3222.629,-1.9938044438946898,1.9938044654923102
3222.681,-1.9933795088754271,1.9933799508608319
3222.731,-1.9929522321209716,1.9929519083631155
3222.782,-1.9924835432057089,1.9924839339867877
3222.833,-1.9920091263657191,1.9920100957778646
3222.884,-1.991484738688226,1.9914866561327043
3222.935,-1.9909361946065458,1.9909380491899715
3222.982,-1.9903112075916254,1.9903146059896288
3223.037,-1.9896550194624836,1.9896599426968817
3223.088,-1.9889279319409454,1.988933527657126
3223.139,-1.9881580917585375,1.9881642834766002
3223.19,-1.987311652860386,1.987318827854178
3223.241,-1.9864275447321693,1.98643607885336
3223.291,-1.9854621076772985,1.985471729716702
3223.342,-1.9844553916173824,1.984466641795304
3223.394,-1.9833597645397034,1.9833719346735263
3223.445,-1.9822217416045171,1.9822348141069999
3223.496,-1.9809914360119854,1.9810068458918315
3223.547,-1.9797075753812268,1.9797248133683572
3223.598,-1.9783276007645307,1.9783476429922735
3223.648,-1.9769023612630707,1.976924791293842
3223.7,-1.9753803293700356,1.975404875073526
3223.751,-1.9737990082782384,1.9738274664421875
3223.803,-1.972110583952762,1.972143060624941
3223.853,-1.9703622241279048,1.9703999783877282
3223.904,-1.9685109573200834,1.9685523052009677
3223.955,-1.966596712313024,1.9666425310961848
3224.007,-1.9645722680192765,1.9646251260245355
3224.056,-1.9624729579327291,1.9625328328047158
3224.108,-1.9602686372730094,1.9603314291508986
3224.159,-1.95798517596881,1.9580551143775675
3224.21,-1.9555867546031642,1.9556626740882455
3224.26,-1.9531058745103493,1.953193143434187
3224.31,-1.950504502668298,1.9506030585976093
3224.362,-1.9478265757647466,1.9479362229424837
3224.414,-1.9450239413034591,1.9451468197806066
3224.465,-1.942138150139061,1.9422720765001973
3224.516,-1.9391321848435745,1.9392785537362782
3224.567,-1.9360326979356672,1.936193333148041
3224.618,-1.9327946795967614,1.932971116238172
3224.669,-1.9294644378281285,1.9296592483757076
3224.72,-1.9259941006586572,1.9262069605718752
3224.771,-1.9224323189358326,1.9226663529090726
3224.822,-1.9187275802072883,1.9189864380682504
3224.873,-1.9149291282508052,1.9152131782411839
3224.924,-1.9109928044266158,1.911304392561331
3224.975,-1.9069535155355948,1.9072947276655445
3225.026,-1.9027622497504906,1.9031350406229792
3225.078,-1.898477748873457,1.8988823222633588
3225.128,-1.8940329527232447,1.8944758729001279
3225.18,-1.8894887977289994,1.8899711748116164
3225.23,-1.8847984282683794,1.8853227164687574
